venue,era,year,title,doi,dblp_key,canonical_source
ICLR,pre_gpt,2015,Visual Scene Representations: Scaling and Occlusion in Convolutional Architectures,,journals/corr/SoattoDK14,DBLP
ICLR,pre_gpt,2015,"Visual Scene Representations: Sufficiency, Minimality, Invariance and Deep Approximations",,journals/corr/Soatto14a,DBLP
ICLR,pre_gpt,2015,Weakly Supervised Multi-Embeddings Learning of Acoustic Models,,journals/corr/SynnaeveD14,DBLP
ICLR,pre_gpt,2015,What Do Deep CNNs Learn About Objects?,,journals/corr/PengSAS15,DBLP
ICLR,pre_gpt,2015,Word Representations via Gaussian Embedding,,journals/corr/VilnisM14,DBLP
ICLR,pre_gpt,2015,Zero-bias autoencoders and the benefits of co-adapting features,,journals/corr/MemisevicKK14,DBLP
ICLR,pre_gpt,2016,"4th International Conference on Learning Representations, ICLR 2016, San Juan, Puerto Rico, May 2-4, 2016, Conference Track Proceedings",,conf/iclr/2016,DBLP
ICLR,pre_gpt,2016,8-Bit Approximations for Parallelism in Deep Learning,,journals/corr/Dettmers15,DBLP
ICLR,pre_gpt,2016,A Test of Relative Similarity For Model Selection in Generative Models,,journals/corr/BounliphoneBBAG15,DBLP
ICLR,pre_gpt,2016,A note on the evaluation of generative models,,journals/corr/TheisOB15,DBLP
ICLR,pre_gpt,2016,ACDC: A Structured Efficient Linear Layer,,journals/corr/MoczulskiDAF15,DBLP
ICLR,pre_gpt,2016,Actor-Mimic: Deep Multitask and Transfer Reinforcement Learning,,journals/corr/ParisottoBS15,DBLP
ICLR,pre_gpt,2016,Adversarial Manipulation of Deep Representations,,journals/corr/SabourCFF15,DBLP
ICLR,pre_gpt,2016,All you need is a good init,,journals/corr/MishkinM15,DBLP
ICLR,pre_gpt,2016,An Exploration of Softmax Alternatives Belonging to the Spherical Loss Family,,journals/corr/BrebissonV15,DBLP
ICLR,pre_gpt,2016,Auxiliary Image Regularization for Deep CNNs with Noisy Labels,,journals/corr/AzadiFJD15,DBLP
ICLR,pre_gpt,2016,Better Computer Go Player with Neural Network and Long-term Prediction,,journals/corr/TianZ15,DBLP
ICLR,pre_gpt,2016,BlackOut: Speeding up Recurrent Neural Network Language Models With Very Large Vocabularies,,journals/corr/JiVSAD15,DBLP
ICLR,pre_gpt,2016,Censoring Representations with an Adversary,,journals/corr/EdwardsS15,DBLP
ICLR,pre_gpt,2016,Compression of Deep Convolutional Neural Networks for Fast and Low Power Mobile Applications,,journals/corr/KimPYCYS15,DBLP
ICLR,pre_gpt,2016,Continuous control with deep reinforcement learning,,journals/corr/LillicrapHPHETS15,DBLP
ICLR,pre_gpt,2016,Convergent Learning: Do different neural networks learn the same representations?,,journals/corr/LiYCLH15,DBLP
ICLR,pre_gpt,2016,Convolutional neural networks with low-rank regularization,,journals/corr/TaiXWE15,DBLP
ICLR,pre_gpt,2016,Data Representation and Compression Using Linear-Programming Approximations,,journals/corr/PaskovMH15,DBLP
ICLR,pre_gpt,2016,Data-Dependent Path Normalization in Neural Networks,,journals/corr/NeyshaburTSS15,DBLP
ICLR,pre_gpt,2016,Data-dependent Initializations of Convolutional Neural Networks,,journals/corr/KrahenbuhlDDD15,DBLP
ICLR,pre_gpt,2016,"Deep Compression: Compressing Deep Neural Network with Pruning, Trained Quantization and Huffman Coding",,journals/corr/HanMD15,DBLP
ICLR,pre_gpt,2016,Deep Linear Discriminant Analysis,,journals/corr/DorferKW15,DBLP
ICLR,pre_gpt,2016,Deep Reinforcement Learning in Parameterized Action Space,,journals/corr/HausknechtS15a,DBLP
ICLR,pre_gpt,2016,Deep multi-scale video prediction beyond mean square error,,journals/corr/MathieuCL15,DBLP
ICLR,pre_gpt,2016,Delving Deeper into Convolutional Networks for Learning Video Representations,,journals/corr/BallasYPC15,DBLP
ICLR,pre_gpt,2016,Density Modeling of Images using a Generalized Normalization Transformation,,journals/corr/BalleLS15,DBLP
ICLR,pre_gpt,2016,Digging Deep into the Layers of CNNs: In Search of How CNNs Achieve View Invariance,,journals/corr/BakryEEE15,DBLP
ICLR,pre_gpt,2016,Distributional Smoothing by Virtual Adversarial Examples,,journals/corr/MiyatoMKNI15,DBLP
ICLR,pre_gpt,2016,Diversity Networks,,journals/corr/MarietS15a,DBLP
ICLR,pre_gpt,2016,Evaluating Prerequisite Qualities for Learning End-to-End Dialog Systems,,journals/corr/DodgeGZBCMSW15,DBLP
ICLR,pre_gpt,2016,Fast and Accurate Deep Network Learning by Exponential Linear Units (ELUs),,journals/corr/ClevertUH15,DBLP
ICLR,pre_gpt,2016,Gated Graph Sequence Neural Networks,,journals/corr/LiTBZ15,DBLP
ICLR,pre_gpt,2016,Generating Images from Captions with Attention,,journals/corr/MansimovPBS15,DBLP
ICLR,pre_gpt,2016,Geodesics of learned representations,,journals/corr/HenaffS15,DBLP
ICLR,pre_gpt,2016,Grid Long Short-Term Memory,,journals/corr/KalchbrennerDG15,DBLP
ICLR,pre_gpt,2016,High-Dimensional Continuous Control Using Generalized Advantage Estimation,,journals/corr/SchulmanMLJA15,DBLP
ICLR,pre_gpt,2016,Importance Weighted Autoencoders,,journals/corr/BurdaGS15,DBLP
ICLR,pre_gpt,2016,Large-Scale Approximate Kernel Canonical Correlation Analysis,,journals/corr/WangL15h,DBLP
ICLR,pre_gpt,2016,Learning Representations from EEG with Deep Recurrent-Convolutional Neural Networks,,journals/corr/BashivanRYC15,DBLP
ICLR,pre_gpt,2016,Learning Visual Predictive Models of Physics for Playing Billiards,,journals/corr/FragkiadakiALM15,DBLP
ICLR,pre_gpt,2016,Learning to Diagnose with LSTM Recurrent Neural Networks,,journals/corr/LiptonKEW15,DBLP
ICLR,pre_gpt,2016,Metric Learning with Adaptive Density Discrimination,,journals/corr/RippelPDB15,DBLP
ICLR,pre_gpt,2016,Modeling Visual Representations: Defining Properties and Deep Approximations,,journals/corr/Soatto14,DBLP
ICLR,pre_gpt,2016,MuProp: Unbiased Backpropagation for Stochastic Neural Networks,,journals/corr/GuLSM15,DBLP
ICLR,pre_gpt,2016,Multi-Scale Context Aggregation by Dilated Convolutions,,journals/corr/YuK15,DBLP
ICLR,pre_gpt,2016,Multi-task Sequence to Sequence Learning,,journals/corr/LuongLSVK15,DBLP
ICLR,pre_gpt,2016,Net2Net: Accelerating Learning via Knowledge Transfer,,journals/corr/ChenGS15,DBLP
ICLR,pre_gpt,2016,Neural GPUs Learn Algorithms,,journals/corr/KaiserS15,DBLP
ICLR,pre_gpt,2016,Neural Networks with Few Multiplications,,journals/corr/LinCMB15,DBLP
ICLR,pre_gpt,2016,Neural Programmer-Interpreters,,journals/corr/ReedF15,DBLP
ICLR,pre_gpt,2016,Neural Programmer: Inducing Latent Programs with Gradient Descent,,journals/corr/NeelakantanLS15,DBLP
ICLR,pre_gpt,2016,Neural Random-Access Machines,,journals/corr/KurachAS15,DBLP
ICLR,pre_gpt,2016,Order Matters: Sequence to sequence for sets,,journals/corr/VinyalsBK15,DBLP
ICLR,pre_gpt,2016,Order-Embeddings of Images and Language,,journals/corr/VendrovKFU15,DBLP
ICLR,pre_gpt,2016,Particular object retrieval with integral max-pooling of CNN activations,,journals/corr/ToliasSJ15,DBLP
ICLR,pre_gpt,2016,Policy Distillation,,journals/corr/RusuCGDKPMKH15,DBLP
ICLR,pre_gpt,2016,Predicting distributions with Linearizing Belief Networks,,journals/corr/DauphinG15,DBLP
ICLR,pre_gpt,2016,Prioritized Experience Replay,,journals/corr/SchaulQAS15,DBLP
ICLR,pre_gpt,2016,Reasoning about Entailment with Neural Attention,,journals/corr/RocktaschelGHKB15,DBLP
ICLR,pre_gpt,2016,Reasoning in Vector Space: An Exploratory Study of Question Answering,,journals/corr/LeeHYGDS15,DBLP
ICLR,pre_gpt,2016,Recurrent Gaussian Processes,,journals/corr/MattosDDFBL15,DBLP
ICLR,pre_gpt,2016,Reducing Overfitting in Deep Networks by Decorrelating Representations,,journals/corr/CogswellAGZB15,DBLP
ICLR,pre_gpt,2016,Regularizing RNNs by Stabilizing Activations,,journals/corr/KruegerM15,DBLP
ICLR,pre_gpt,2016,Segmental Recurrent Neural Networks,,journals/corr/KongDS15,DBLP
ICLR,pre_gpt,2016,Sequence Level Training with Recurrent Neural Networks,,journals/corr/RanzatoCAZ15,DBLP
ICLR,pre_gpt,2016,Session-based Recommendations with Recurrent Neural Networks,,journals/corr/HidasiKBT15,DBLP
ICLR,pre_gpt,2016,SparkNet: Training Deep Networks in Spark,,journals/corr/MoritzNSJ15,DBLP
ICLR,pre_gpt,2016,Super-Resolution with Deep Convolutional Sufficient Statistics,,journals/corr/BrunaSL15,DBLP
ICLR,pre_gpt,2016,Surpassing Humans in Boundary Detection using Deep Learning,,journals/corr/Kokkinos15,DBLP
ICLR,pre_gpt,2016,The Goldilocks Principle: Reading Children's Books with Explicit Memory Representations,,journals/corr/HillBCW15,DBLP
ICLR,pre_gpt,2016,The Variational Fair Autoencoder,,journals/corr/LouizosSLWZ15,DBLP
ICLR,pre_gpt,2016,Towards AI-Complete Question Answering: A Set of Prerequisite Toy Tasks,,journals/corr/WestonBCM15,DBLP
ICLR,pre_gpt,2016,Towards Universal Paraphrastic Sentence Embeddings,,journals/corr/WietingBGL15a,DBLP
ICLR,pre_gpt,2016,Training CNNs with Low-Rank Filters for Efficient Image Classification,,journals/corr/IoannouRSCC15,DBLP
ICLR,pre_gpt,2016,Unifying distillation and privileged information,,journals/corr/Lopez-PazBSV15,DBLP
ICLR,pre_gpt,2016,Unsupervised Representation Learning with Deep Convolutional Generative Adversarial Networks,,journals/corr/RadfordMC15,DBLP
ICLR,pre_gpt,2016,Unsupervised and Semi-supervised Learning with Categorical Generative Adversarial Networks,,journals/corr/Springenberg15,DBLP
ICLR,pre_gpt,2016,Variable Rate Image Compression with Recurrent Neural Networks,,journals/corr/TodericiOHVMBCS15,DBLP
ICLR,pre_gpt,2016,Variational Auto-encoded Deep Gaussian Processes,,journals/corr/DaiDGL15,DBLP
ICLR,pre_gpt,2016,Variational Gaussian Process,,journals/corr/TranRB15,DBLP
ICLR,pre_gpt,2016,When crowds hold privileges: Bayesian unsupervised representation learning with oracle constraints,,journals/corr/KaraletsosBR15,DBLP
ICLR,pre_gpt,2017,"5th International Conference on Learning Representations, ICLR 2017, Toulon, France, April 24-26, 2017, Conference Track Proceedings",,conf/iclr/2017,DBLP
ICLR,pre_gpt,2017,"5th International Conference on Learning Representations, ICLR 2017, Toulon, France, April 24-26, 2017, Workshop Track Proceedings",,conf/iclr/2017w,DBLP
ICLR,pre_gpt,2017,A Baseline for Detecting Misclassified and Out-of-Distribution Examples in Neural Networks,,conf/iclr/HendrycksG17,DBLP
ICLR,pre_gpt,2017,A Compare-Aggregate Model for Matching Text Sequences,,conf/iclr/Wang017,DBLP
ICLR,pre_gpt,2017,A Compositional Object-Based Approach to Learning Physical Dynamics,,conf/iclr/0003U0T17,DBLP
ICLR,pre_gpt,2017,A Differentiable Physics Engine for Deep Learning in Robotics,,conf/iclr/DegraveHDW17,DBLP
ICLR,pre_gpt,2017,A Learned Representation For Artistic Style,,conf/iclr/DumoulinSK17,DBLP
ICLR,pre_gpt,2017,A Simple but Tough-to-Beat Baseline for Sentence Embeddings,,conf/iclr/AroraLM17,DBLP
ICLR,pre_gpt,2017,A Smooth Optimisation Perspective on Training Feedforward Neural Networks,,conf/iclr/Shen17,DBLP
ICLR,pre_gpt,2017,A Structured Self-Attentive Sentence Embedding,,conf/iclr/LinFSYXZB17,DBLP
ICLR,pre_gpt,2017,A Theoretical Framework for Robustness of (Deep) Classifiers against Adversarial Samples,,conf/iclr/WangGQ17,DBLP
ICLR,pre_gpt,2017,A recurrent neural network without chaos,,conf/iclr/0001B17,DBLP
ICLR,pre_gpt,2017,Accelerating Eulerian Fluid Simulation With Convolutional Networks,,conf/iclr/TompsonSSP17,DBLP
ICLR,pre_gpt,2017,Accelerating SGD for Distributed Deep-Learning Using an Approximted Hessian Matrix,,conf/iclr/ArnoldW17,DBLP
ICLR,pre_gpt,2017,Adaptive Feature Abstraction for Translating Video to Language,,conf/iclr/PuMGC17,DBLP
ICLR,pre_gpt,2017,Adversarial Attacks on Neural Network Policies,,conf/iclr/HuangPGDA17,DBLP
ICLR,pre_gpt,2017,Adversarial Discriminative Domain Adaptation (workshop extended abstract),,conf/iclr/TzengHSD17,DBLP
ICLR,pre_gpt,2017,Adversarial Examples for Semantic Image Segmentation,,conf/iclr/FischerKMB17,DBLP
ICLR,pre_gpt,2017,Adversarial Feature Learning,,conf/iclr/DonahueKD17,DBLP
ICLR,pre_gpt,2017,Adversarial Machine Learning at Scale,,conf/iclr/KurakinGB17,DBLP
ICLR,pre_gpt,2017,Adversarial Training Methods for Semi-Supervised Text Classification,,conf/iclr/MiyatoDG17,DBLP
ICLR,pre_gpt,2017,Adversarial examples in the physical world,,conf/iclr/KurakinGB17a,DBLP
ICLR,pre_gpt,2017,Adversarially Learned Inference,,conf/iclr/DumoulinBPLAMC17,DBLP
ICLR,pre_gpt,2017,Amortised MAP Inference for Image Super-resolution,,conf/iclr/SonderbyCTSH17,DBLP
ICLR,pre_gpt,2017,An Actor-Critic Algorithm for Sequence Prediction,,conf/iclr/BahdanauBXGLPCB17,DBLP
ICLR,pre_gpt,2017,An Information-Theoretic Framework for Fast and Robust Unsupervised Learning via Neural Population Infomax,,conf/iclr/HuangZ17,DBLP
ICLR,pre_gpt,2017,Arbitrary Style Transfer in Real-time with Adaptive Instance Normalization,,conf/iclr/HuangB17,DBLP
ICLR,pre_gpt,2017,"Attend, Adapt and Transfer: Attentive Deep Architecture for Adaptive Transfer from multiple sources in the same domain",,conf/iclr/RajendranLKPR17,DBLP
ICLR,pre_gpt,2017,Audio Super-Resolution using Neural Networks,,conf/iclr/KuleshovEE17,DBLP
ICLR,pre_gpt,2017,Autoencoding Variational Inference For Topic Models,,conf/iclr/SrivastavaS17,DBLP
ICLR,pre_gpt,2017,Automated Generation of Multilingual Clusters for the Evaluation of Distributed Representations,,conf/iclr/BlairMB17,DBLP
ICLR,pre_gpt,2017,Automatic Rule Extraction from Long Short Term Memory Networks,,conf/iclr/MurdochS17,DBLP
ICLR,pre_gpt,2017,Batch Policy Gradient Methods for Improving Neural Conversation Models,,conf/iclr/KandasamyBTTC17,DBLP
ICLR,pre_gpt,2017,Bidirectional Attention Flow for Machine Comprehension,,conf/iclr/SeoKFH17,DBLP
ICLR,pre_gpt,2017,Bit-Pragmatic Deep Neural Network Computing,,conf/iclr/AlbericioJDSM17,DBLP
ICLR,pre_gpt,2017,Calibrating Energy-based Generative Adversarial Networks,,conf/iclr/DaiABHC17,DBLP
ICLR,pre_gpt,2017,Capacity and Trainability in Recurrent Neural Networks,,conf/iclr/CollinsSS17,DBLP
ICLR,pre_gpt,2017,Categorical Reparameterization with Gumbel-Softmax,,conf/iclr/JangGP17,DBLP
ICLR,pre_gpt,2017,Central Moment Discrepancy (CMD) for Domain-Invariant Representation Learning,,conf/iclr/ZellingerGLNS17,DBLP
ICLR,pre_gpt,2017,Changing Model Behavior at Test-time Using Reinforcement Learning,,conf/iclr/OdenaLO17,DBLP
ICLR,pre_gpt,2017,Char2Wav: End-to-End Speech Synthesis,,conf/iclr/SoteloMKSKCB17,DBLP
ICLR,pre_gpt,2017,Charged Point Normalization: An Efficient Solution to the Saddle Point Problem,,conf/iclr/Aghajanyan17,DBLP
ICLR,pre_gpt,2017,Combining policy gradient and Q-learning,,conf/iclr/ODonoghueMKM17,DBLP
ICLR,pre_gpt,2017,CommAI: Evaluating the first steps towards a useful general AI,,conf/iclr/BaroniJJKLSM17,DBLP
ICLR,pre_gpt,2017,Compact Embedding of Binary-coded Inputs and Outputs using Bloom Filters,,conf/iclr/SerraK17,DBLP
ICLR,pre_gpt,2017,Compositional Kernel Machines,,conf/iclr/GensD17,DBLP
ICLR,pre_gpt,2017,Coupling Distributed and Symbolic Execution for Natural Language Queries,,conf/iclr/MouL0J17,DBLP
ICLR,pre_gpt,2017,DSD: Dense-Sparse-Dense Training for Deep Neural Networks,,conf/iclr/HanPNMGTEVPTCD17,DBLP
ICLR,pre_gpt,2017,Dance Dance Convolution,,conf/iclr/DonahueLM17,DBLP
ICLR,pre_gpt,2017,Data Noising as Smoothing in Neural Network Language Models,,conf/iclr/XieWLLNJN17,DBLP
ICLR,pre_gpt,2017,Dataset Augmentation in Feature Space,,conf/iclr/DeVriesT17,DBLP
ICLR,pre_gpt,2017,De novo drug design with deep generative models : an empirical study,,conf/iclr/ChertiKK17,DBLP
ICLR,pre_gpt,2017,Decomposing Motion and Content for Natural Video Sequence Prediction,,conf/iclr/VillegasYHLL17,DBLP
ICLR,pre_gpt,2017,Deep Biaffine Attention for Neural Dependency Parsing,,conf/iclr/DozatM17,DBLP
ICLR,pre_gpt,2017,Deep Information Propagation,,conf/iclr/SchoenholzGGS17,DBLP
ICLR,pre_gpt,2017,Deep Kernel Machines via the Kernel Reparametrization Trick,,conf/iclr/MitrovicST17,DBLP
ICLR,pre_gpt,2017,Deep Learning with Dynamic Computation Graphs,,conf/iclr/LooksHHN17,DBLP
ICLR,pre_gpt,2017,Deep Learning with Sets and Point Clouds,,conf/iclr/RavanbakhshSP17,DBLP
ICLR,pre_gpt,2017,Deep Multi-task Representation Learning: A Tensor Factorisation Approach,,conf/iclr/YangH17,DBLP
ICLR,pre_gpt,2017,Deep Nets Don't Learn via Memorization,,conf/iclr/KruegerBJAKMBFC17,DBLP
ICLR,pre_gpt,2017,Deep Predictive Coding Networks for Video Prediction and Unsupervised Learning,,conf/iclr/LotterKC17,DBLP
ICLR,pre_gpt,2017,Deep Probabilistic Programming,,conf/iclr/TranHSB0B17,DBLP
ICLR,pre_gpt,2017,Deep Variational Bayes Filters: Unsupervised Learning of State Space Models from Raw Data,,conf/iclr/KarlSBS17,DBLP
ICLR,pre_gpt,2017,Deep Variational Information Bottleneck,,conf/iclr/AlemiFD017,DBLP
ICLR,pre_gpt,2017,DeepCloak: Masking Deep Neural Network Models for Robustness Against Adversarial Samples,,conf/iclr/GaoWLXQ17,DBLP
ICLR,pre_gpt,2017,DeepCoder: Learning to Write Programs,,conf/iclr/BalogGBNT17,DBLP
ICLR,pre_gpt,2017,DeepDSL: A Compilation-based Domain-Specific Language for Deep Learning,,conf/iclr/ZhaoHC17,DBLP
ICLR,pre_gpt,2017,Delving into Transferable Adversarial Examples and Black-box Attacks,,conf/iclr/LiuCLS17,DBLP
ICLR,pre_gpt,2017,Delving into adversarial attacks on deep policies,,conf/iclr/KosS17,DBLP
ICLR,pre_gpt,2017,Density estimation using Real NVP,,conf/iclr/DinhSB17,DBLP
ICLR,pre_gpt,2017,Designing Neural Network Architectures using Reinforcement Learning,,conf/iclr/BakerGNR17,DBLP
ICLR,pre_gpt,2017,Development of JavaScript-based deep learning platform and application to distributed training,,conf/iclr/HidakaMH17,DBLP
ICLR,pre_gpt,2017,Dialogue Learning With Human-in-the-Loop,,conf/iclr/LiMCRW17,DBLP
ICLR,pre_gpt,2017,Diet Networks: Thin Parameters for Fat Genomics,,conf/iclr/RomeroCESADLDHB17,DBLP
ICLR,pre_gpt,2017,Discovering objects and their relations from entangled scene representations,,conf/iclr/RaposoSBPLB17,DBLP
ICLR,pre_gpt,2017,Discrete Variational Autoencoders,,conf/iclr/Rolfe17,DBLP
ICLR,pre_gpt,2017,Distributed Second-Order Optimization using Kronecker-Factored Approximations,,conf/iclr/BaGM17,DBLP
ICLR,pre_gpt,2017,Do Deep Convolutional Nets Really Need to be Deep and Convolutional?,,conf/iclr/UrbanGKAWMPRC17,DBLP
ICLR,pre_gpt,2017,Dropout with Expectation-linear Regularization,,conf/iclr/MaGHYDH17,DBLP
ICLR,pre_gpt,2017,Dynamic Coattention Networks For Question Answering,,conf/iclr/XiongZS17,DBLP
ICLR,pre_gpt,2017,EPOpt: Learning Robust Neural Network Policies Using Model Ensembles,,conf/iclr/RajeswaranGRL17,DBLP
ICLR,pre_gpt,2017,Early Methods for Detecting Adversarial Images,,conf/iclr/HendrycksG17a,DBLP
ICLR,pre_gpt,2017,Efficient Representation of Low-Dimensional Manifolds using Deep Networks,,conf/iclr/BasriJ17,DBLP
ICLR,pre_gpt,2017,Efficient Sparse-Winograd Convolutional Neural Networks,,conf/iclr/LiuHMD17,DBLP
ICLR,pre_gpt,2017,Efficient Vector Representation for Documents through Corruption,,conf/iclr/Chen17,DBLP
ICLR,pre_gpt,2017,Efficient variational Bayesian neural network ensembles for outlier detection,,conf/iclr/PawlowskiJG17,DBLP
ICLR,pre_gpt,2017,Embracing Data Abundance,,conf/iclr/BajgarKK17,DBLP
ICLR,pre_gpt,2017,Emergence of Language with Multi-agent Games: Learning to Communicate with Sequences of Symbols,,conf/iclr/HavrylovT17,DBLP
ICLR,pre_gpt,2017,Emergence of foveal image sampling from learning to attend in visual scenes,,conf/iclr/CheungWO17,DBLP
ICLR,pre_gpt,2017,Encoding and Decoding Representations with Sum- and Max-Product Networks,,conf/iclr/VergariPME17,DBLP
ICLR,pre_gpt,2017,End-to-end Optimized Image Compression,,conf/iclr/BalleLS17,DBLP
ICLR,pre_gpt,2017,Energy-based Generative Adversarial Networks,,conf/iclr/ZhaoML17,DBLP
ICLR,pre_gpt,2017,Entropy-SGD: Biasing Gradient Descent Into Wide Valleys,,conf/iclr/ChaudhariCSLBBC17,DBLP
ICLR,pre_gpt,2017,Episodic Exploration for Deep Deterministic Policies for StarCraft Micromanagement,,conf/iclr/UsunierSLC17,DBLP
ICLR,pre_gpt,2017,Explaining the Learning Dynamics of Direct Feedback Alignment,,conf/iclr/GilmerRSRS17,DBLP
ICLR,pre_gpt,2017,Exploring Sparsity in Recurrent Neural Networks,,conf/iclr/NarangDSE17,DBLP
ICLR,pre_gpt,2017,Exponential Machines,,conf/iclr/NovikovTO17,DBLP
ICLR,pre_gpt,2017,Extrapolation and learning equations,,conf/iclr/MartiusL17,DBLP
ICLR,pre_gpt,2017,Factorization tricks for LSTM networks,,conf/iclr/KuchaievG17,DBLP
ICLR,pre_gpt,2017,Fast Adaptation in Generative Models with Generative Matching Networks,,conf/iclr/BartunovV17,DBLP
ICLR,pre_gpt,2017,Fast Chirplet Transform Injects Priors in Deep Learning of Animal Calls and Speech,,conf/iclr/GlotinRB17,DBLP
ICLR,pre_gpt,2017,Fast Generation for Convolutional Autoregressive Models,,conf/iclr/RamachandranPKB17,DBLP
ICLR,pre_gpt,2017,Faster CNNs with Direct Sparse Convolutions and Guided Pruning,,conf/iclr/ParkLWT0CD17,DBLP
ICLR,pre_gpt,2017,Filter shaping for Convolutional Neural Networks,,conf/iclr/LiLFR17,DBLP
ICLR,pre_gpt,2017,Fine-grained Analysis of Sentence Embeddings Using Auxiliary Prediction Tasks,,conf/iclr/AdiKBLG17,DBLP
ICLR,pre_gpt,2017,Forced to Learn: Discovering Disentangled Representations Without Exhaustive Labels,,conf/iclr/RomanovR17,DBLP
ICLR,pre_gpt,2017,FractalNet: Ultra-Deep Neural Networks without Residuals,,conf/iclr/LarssonMS17,DBLP
ICLR,pre_gpt,2017,Frustratingly Short Attention Spans in Neural Language Modeling,,conf/iclr/DanilukRW017,DBLP
ICLR,pre_gpt,2017,Gated Multimodal Units for Information Fusion,,conf/iclr/OvalleSMG17,DBLP
ICLR,pre_gpt,2017,Generalizable Features From Unsupervised Learning,,conf/iclr/MirzaCB17,DBLP
ICLR,pre_gpt,2017,Generalizing Skills with Semi-Supervised Reinforcement Learning,,conf/iclr/FinnYFAL17,DBLP
ICLR,pre_gpt,2017,Generative Adversarial Learning of Markov Chains,,conf/iclr/SongZE17,DBLP
ICLR,pre_gpt,2017,Generative Models and Model Criticism via Optimized Maximum Mean Discrepancy,,conf/iclr/SutherlandTSDRS17,DBLP
ICLR,pre_gpt,2017,Generative Multi-Adversarial Networks,,conf/iclr/DurugkarGM17,DBLP
ICLR,pre_gpt,2017,Geometry of Polysemy,,conf/iclr/MuBV17,DBLP
ICLR,pre_gpt,2017,Hadamard Product for Low-rank Bilinear Pooling,,conf/iclr/KimOLKHZ17,DBLP
ICLR,pre_gpt,2017,Hierarchical Multiscale Recurrent Neural Networks,,conf/iclr/ChungAB17,DBLP
ICLR,pre_gpt,2017,Highway and Residual Networks learn Unrolled Iterative Estimation,,conf/iclr/GreffSS17,DBLP
ICLR,pre_gpt,2017,HolStep: A Machine Learning Dataset for Higher-order Logic Theorem Proving,,conf/iclr/KaliszykCS17,DBLP
ICLR,pre_gpt,2017,HyperNetworks,,conf/iclr/HaDL17,DBLP
ICLR,pre_gpt,2017,Hyperband: Bandit-Based Configuration Evaluation for Hyperparameter Optimization,,conf/iclr/LiJDRT17,DBLP
ICLR,pre_gpt,2017,Identity Matters in Deep Learning,,conf/iclr/HardtM17,DBLP
ICLR,pre_gpt,2017,Improving Generative Adversarial Networks with Denoising Feature Matching,,conf/iclr/Warde-FarleyB17,DBLP
ICLR,pre_gpt,2017,Improving Neural Language Models with a Continuous Cache,,conf/iclr/GraveJU17,DBLP
ICLR,pre_gpt,2017,Improving Policy Gradient by Exploring Under-appreciated Rewards,,conf/iclr/Nachum0S17,DBLP
ICLR,pre_gpt,2017,Incorporating long-range consistency in CNN-based texture generation,,conf/iclr/BergerM17,DBLP
ICLR,pre_gpt,2017,Incremental Network Quantization: Towards Lossless CNNs with Low-precision Weights,,conf/iclr/ZhouYGXC17,DBLP
ICLR,pre_gpt,2017,Inductive Bias of Deep Convolutional Networks through Pooling Geometry,,conf/iclr/CohenS17,DBLP
ICLR,pre_gpt,2017,Intelligent synapses for multi-task and transfer learning,,conf/iclr/PooleZG17,DBLP
ICLR,pre_gpt,2017,Introspection: Accelerating Neural Network Training By Learning Weight Evolution,,conf/iclr/SinhaMSK17,DBLP
ICLR,pre_gpt,2017,Joint Embeddings of Scene Graphs and Images,,conf/iclr/BelilovskyBKUZ17,DBLP
ICLR,pre_gpt,2017,Joint Multimodal Learning with Deep Generative Models,,conf/iclr/SuzukiNM17,DBLP
ICLR,pre_gpt,2017,Joint Training of Ratings and Reviews with Recurrent Recommender Networks,,conf/iclr/WuABS17,DBLP
ICLR,pre_gpt,2017,LR-GAN: Layered Recursive Generative Adversarial Networks for Image Generation,,conf/iclr/YangKBP17,DBLP
ICLR,pre_gpt,2017,Latent Sequence Decompositions,,conf/iclr/ChanZLJ17,DBLP
ICLR,pre_gpt,2017,Learning Algorithms for Active Learning,,conf/iclr/BachmanST17,DBLP
ICLR,pre_gpt,2017,Learning Curve Prediction with Bayesian Neural Networks,,conf/iclr/KleinFSH17,DBLP
ICLR,pre_gpt,2017,Learning End-to-End Goal-Oriented Dialog,,conf/iclr/BordesBW17,DBLP
ICLR,pre_gpt,2017,Learning Features of Music From Scratch,,conf/iclr/ThickstunHK17,DBLP
ICLR,pre_gpt,2017,Learning Graphical State Transitions,,conf/iclr/Johnson17,DBLP
ICLR,pre_gpt,2017,Learning Invariant Feature Spaces to Transfer Skills with Reinforcement Learning,,conf/iclr/0004DLAL17,DBLP
ICLR,pre_gpt,2017,Learning Invariant Representations Of Planar Curves,,conf/iclr/PaiWK17,DBLP
ICLR,pre_gpt,2017,Learning Recurrent Representations for Hierarchical Behavior Modeling,,conf/iclr/EyjolfsdottirBY17,DBLP
ICLR,pre_gpt,2017,Learning Visual Servoing with Deep Features and Fitted Q-Iteration,,conf/iclr/LeeLA17,DBLP
ICLR,pre_gpt,2017,Learning a Natural Language Interface with Neural Programmer,,conf/iclr/NeelakantanLAMA17,DBLP
ICLR,pre_gpt,2017,Learning and Policy Search in Stochastic Dynamical Systems with Bayesian Neural Networks,,conf/iclr/DepewegHDU17,DBLP
ICLR,pre_gpt,2017,Learning through Dialogue Interactions by Asking Questions,,conf/iclr/LiMCRW17a,DBLP
ICLR,pre_gpt,2017,Learning to Act by Predicting the Future,,conf/iclr/DosovitskiyK17,DBLP
